emplacement,address,fast_charger,slow_charger,Support_car_type,latitude,longitude
LH쌍용예가 아파트,충청북도 음성군 맹동면 사예로 20,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.91145952,127.5375908
충주시 농수산물도매시장,충청북도 충주시 목행동 426-4,1,0,"SM3 Z.E,테슬라",37.00579514,127.9229011
양산가촌휴먼시아,경상남도 양산시 물금읍 가촌리 800,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.32381136,128.9958453
제주삼화3단지LH 아파트,제주특별자치도 제주시 도련이동 550,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",33.51461742,126.5865152
한남동현대하이페리온,서울특별시 용산구 한남동 서빙고로 413,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52779384,127.0050827
한라비발디아파트,충청북도 충주시 목행동 886,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.00554051,127.9182603
스퀘어원,인천광역시 연수구 동춘동 926,2,0,"SM3 Z.E,테슬라",37.40597858,126.6837028
음성지사,충청북도 음성군 음성읍 읍내리 335,2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.93431037,127.69493
제주이도한일베라체 아파트,제주특별자치도 제주시 이도이동 1956,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",33.49299773,126.5473414
왜관전통시장 공영주차장,경상북도 칠곡군 왜관읍 왜관리 210-24,1,0,"SM3 Z.E,테슬라",35.99529144,128.3964685
경북직할,경상북도 안동시 강남1길 9 한국전력공사,2,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.55308007,128.7328732
대주피오레1단지,경기도 용인시 기흥구 공세동 694,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.24018837,127.1084514
동서1길 공영주차장,경상북도 의성군 의성읍 상리리 709-4,1,0,"SM3 Z.E,테슬라",36.35013303,128.7022608
양산주민편익시설,경상남도 양산시 동면 석산리 652,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.32766076,129.0282857
칠곡지사,경상북도 칠곡군 왜관읍 구상길 178,0,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.98248607,128.3949425
제주한림LH 아파트,제주특별자치도 제주시 한림읍 대림리 1885,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",33.41943308,126.2661748
거제1동 공영주차장,부산광역시 연제구 거제동 1466-17,1,0,"SM3 Z.E,테슬라",35.19429137,129.083672
황연동행정복지센터,강원도 태백시 황지동 274-735,1,0,"SM3 Z.E,테슬라",37.178749,128.9867725
의왕내손이편한세상2단지,경기도 의왕시 내손동 846,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.38576909,126.9788101
서천마을4단지,경기도 용인시 기흥구 서천동 823,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.23568857,127.0745204
파인그로브,제주특별자치도 제주시 연동 아연로 51,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",33.47824426,126.4994927
안동그랜드호텔,경상북도 안동시 성곡동 1569,2,0,"SM3 Z.E,테슬라",36.56700741,128.7802118
태안지사,충청남도 태안군 태안읍 남문리 692-5,2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.74729157,126.2989918
인구해수욕장,강원도 양양군 현남면 인구리 628,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.97051891,128.762079
연산자이 아파트,부산광역시 연제구 연산동 2262,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.18851625,129.0892221
해오름 아파트,제주특별자치도 제주시 노형동 732-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",33.48024804,126.4865881
가능1동 5공영주차장,경기도 의정부시 가능동 362-3,3,0,"SM3 Z.E,테슬라",37.75317958,127.0365772
주영더팰리스2차,경상남도 통영시 광도면 죽림리 248-4,0,2,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",34.88348409,128.4138974
예현마을현대홈타운,경기도 용인시 기흥구 서천동 705,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.24136364,127.068015
고암두진백로1차,충청북도 제천시 고암동 1101,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.15917548,128.2180336
옥동공영주차장,경상북도 안동시 옥동 792-2,1,0,"SM3 Z.E,테슬라",36.56148477,128.7014183
통영지사,경상남도 통영시 광도면 죽림리 1575-2,0,4,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",34.88233958,128.4167527
한국전력 연천지사(50kw),경기도 연천군 전곡읍 전곡리 231-13,1,0,"SM3 Z.E,테슬라",38.01549955,127.0712077
백석천 지하2 공영주차장,경기도 의정부시 의정부동 488,1,0,"SM3 Z.E,테슬라",37.73853635,127.0356749
양주 동화 옥시죤6차 아파트,경기도 양주시 백석읍 복지리 567,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.78150852,126.9826195
광교마을 45단지 아파트,경기도 용인시 수지구 상현동 1113,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.29775673,127.0645558
가람마을11단지,경기도 파주시 와동동 1368,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.72487676,126.7547226
제천장락롯데캐슬 아파트,충청북도 제천시 장락동 1046,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.15858639,128.222369
양지마을8단지,경기도 의정부시 낙양동 754,0,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.7537614,127.1115154
성원포레스타운 아파트,경기도 파주시 검산동 130-8,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.77338915,126.7488501
영덕지사(공용),경상북도 영덕군 영덕읍 우곡리 286,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.41136556,129.3752982
무악현대 아파트,서울특별시 종로구 무악동 통일로 246-20,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.57534922,126.9614634
양주자이2단지 아파트,경기도 양주시 삼숭동 684-1,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.79557244,127.1036442
콘텐츠박물관,경상북도 안동시 동부동 447-8,1,0,"SM3 Z.E,테슬라",36.56608676,128.7341912
래미안 수지 이스트파크,경기도 용인시 수지구 풍덕천동 1198,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.32909059,127.0999752
한빛5단지 아파트,경기도 파주시 야당동 991,2,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.71551347,126.7570261
추동아파트,경기도 의정부시 신곡동 687-1,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.73981618,127.0580803
효성주얼리시티,서울특별시 종로구 인의동 종로 183,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.57144167,126.9986608
봉평시장공용주차장,강원도 평창군 봉평면 창동리 396-38,1,0,"SM3 Z.E,테슬라",37.61544336,128.3761461
지평더웰2차아파트,충청북도 영동군 영동읍 부용리 416-1,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.17905253,127.7716769
서원마을금호베스트빌5단지아파트,경기도 용인시 수지구 상현동 867,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.30694192,127.0782489
이천시보건소,경기도 이천시 증포동 152-2,2,0,"SM3 Z.E,테슬라",37.288875,127.4522902
강서수도사업소,서울특별시 양천구 신정동 319-15,1,0,"SM3 Z.E,테슬라",37.51953642,126.8698777
남산휴먼시아2단지,대구광역시 중구 남산동 달구벌대로 1970,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.86302796,128.5796666
그린빌7단지,경기도 안산시 단원구 고잔동 776,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.30864543,126.8336978
평창올림픽선수촌아파트,강원도 평창군 대관령면 수하리 500,0,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.65878553,128.6950631
심곡마을광교힐스테이트,경기도 용인시 수지구 상현동 1099,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.30844066,127.0738204
유승한내들퍼스트뷰,경기도 평택시 청북읍 옥길리 1153,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.02332778,126.9247214
롯데캐슬엠파이어,서울특별시 영등포구 여의도동 의사당대로 127,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52024063,126.9264065
동대문디자인플라자,서울특별시 중구 을지로7가 2-1,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56729225,127.0087879
모현현대2차 아파트,전라북도 익산시 모현동1가 303-1,0,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.94623436,126.9412079
부영그린타운2차,서울특별시 양천구 목동 908-28,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53635341,126.8811222
평택지사,경기도 평택시 비전동 767,0,6,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",36.99128903,127.1073891
반월당삼정그린코아,대구광역시 중구 남산동 중앙대로67길 10,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.86387445,128.5924407
근로복지공단 안산병원 주차장,경기도 안산시 상록구 일동 95,2,0,"SM3 Z.E,테슬라",37.31666919,126.8743284
익산역,전라북도 익산시 창인동2가 1,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.94052726,126.9465096
금광베네스타,경기도 용인시 처인구 이동읍 천리 1134,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.20036012,127.2074008
포천지사,경기도 포천시 원모루로 12,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.89039739,127.1953983
신길삼성래미안,서울특별시 영등포구 신길동 가마산로79길 7,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50513912,126.914597
센트럴파크3단지아파트,대전광역시 중구 문화동 1-3,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.31869588,127.4126266
연일에코코아루 아파트,경상북도 포항시 남구 연일읍 동문로54번길 20,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.99348627,129.3540416
원통 생활체육공원,강원도 인제군 북면 원통리 626,1,0,"SM3 Z.E,테슬라",38.12241516,128.1967771
양천벽산블루밍 아파트,서울특별시 양천구 신월동 1026,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52435835,126.8394458
모현농협 하나로마트,경기도 용인시 처인구 모현읍 왕산리 815-2,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.33552752,127.2488251
연안동 행정복지센터,인천광역시 중구 항동7가 58-70,1,0,"SM3 Z.E,테슬라",37.45316924,126.6045024
안성공도KCC스위첸,경기도 안성시 공도읍 만정리 877,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.00095535,127.1776314
포항공대체육관,경상북도 포항시 남구 지곡로 127번길 30,2,0,"SM3 Z.E,테슬라",36.01922474,129.3242828
대불금호 아파트,전라남도 영암군 삼호읍 용앙리 1679-1,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.75314638,126.45805
국립임실호국원,전라북도 임실군 강진면 백련리 551,2,0,"SM3 Z.E,테슬라",35.55086376,127.1930491
홈플러스 포항점,"경상북도 포항시 남구 중흥로 77 (상도동, 밸류플러스)",1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.01274086,129.3489249
오르미 복합문화주차타워,부산광역시 중구 보수동1가 41-45,1,0,"SM3 Z.E,테슬라",35.10614608,129.0254802
용인자연휴양림,경기도 용인시 처인구 모현읍 초부리 산 22,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.31315115,127.2712778
현대성우3단지,경기도 양평군 강상면 병산리 1207,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48800666,127.4741209
영양고추유통공사 충전소,경상북도 영양군 일월면 가곡리 162-1,1,0,"SM3 Z.E,테슬라",36.72745252,129.0870481
삼도뷰엔빌스마트,경상북도 포항시 북구 흥해읍 학천리 846,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.0812408,129.3341657
진원면 행정복지센터,전라남도 장성군 진원면 선적리 128,1,0,"SM3 Z.E,테슬라",35.27313555,126.8332695
중구 청라국민체육센터 지상,"대구광역시 중구 대봉로 208-1 (대봉동, 중구청라국민체육센터)",2,0,"SM3 Z.E,테슬라",35.85707145,128.6030743
비산e편한세상아파트,경기도 안양시 동안구 비산동 1165,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.39990997,126.9425406
나리분지버스종점,경상북도 울릉군 북면 나리 57-3,2,0,"SM3 Z.E,테슬라",37.5223666,130.8709273
우현풍림아이원,경상북도 포항시 북구 우현동 27-3,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.05779652,129.3652458
"면목두산2,3차 아파트",서울특별시 중랑구 면목동 1510,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.58055232,127.0835582
한국수자원공사,전라남도 장흥군 장흥읍 건산리 208-11,1,0,"SM3 Z.E,테슬라",34.67611534,126.9111893
신월대주 아파트,전라남도 여수시 신월동 1-4,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.7283102,127.7121121
소백산국립공원 사무소,경상북도 영주시 봉현면 오현리 144,1,0,"SM3 Z.E,테슬라",36.85873478,128.5295408
포항시산림조합,경상북도 포항시 북구 흥해읍 대련리 66-5,2,0,"SM3 Z.E,테슬라",36.04453059,129.3278354
문수데시앙1단지 아파트,울산광역시 울주군 청량읍 율리 1472-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.52620033,129.241384
신내건영1차 아파트,서울특별시 중랑구 상봉동 1,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.60399709,127.093545
관악산현대홈타운,경기도 안양시 만안구 석수동 166,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.42075978,126.9121665
덕풍쌍용아파트,경기도 하남시 덕풍동 537-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53308372,127.1993186
럭키우아 아파트,전라북도 전주시 덕진구 우아동3가 285-8,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.84404269,127.1638202
우미이노스빌,전라남도 여수시 선원동 1341,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.7624667,127.6513163
보현산댐짚와이어,경상북도 영천시 화북면 배나무정길 196,1,0,"SM3 Z.E,테슬라",36.14387948,128.9642362
미사강변도시28단지,경기도 하남시 망월동 1162,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56013884,127.1961859
증평군립도서관,충청북도 증평군 증평읍 송산리 816,1,0,"SM3 Z.E,테슬라",36.7895779,127.5798247
울산구치소,울산광역시 울주군 청량읍 문죽리 903-1,2,0,"SM3 Z.E,테슬라",35.52927923,129.2602168
송천케이제이라미안아파트,전라북도 전주시 덕진구 송천동1가 805,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.86608343,127.1166863
하남 미사강변9단지아파트,경기도 하남시 선동 423,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.57625336,127.1869353
진도지사,전라남도 진도군 진도읍 남동리 745-46,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.48169252,126.2611808
양구군농업기술센터,강원도 양구군 남면 청리 1131-9,1,0,"SM3 Z.E,테슬라",38.09544473,128.0482851
한의마을,경상북도 영천시 천문로 485 (화룡동),1,0,"SM3 Z.E,테슬라",35.97762244,128.9211993
고포수변공원 캠핑장,경상남도 하동군 금성면 고포리 543-141,1,0,"SM3 Z.E,테슬라",34.96561923,127.7717313
전북개발공사,전라북도 전주시 덕진구 장동 1112,1,0,"SM3 Z.E,테슬라",35.83904343,127.06368
향일암 주차장,전라남도 여수시 돌산읍 율림리 6-5,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.59439702,127.8042722
(고속도로)문막휴게소 강릉방향,"강원도 원주시 문막읍 원문로 1234 (동화리, 문막하행휴게소)",4,0,"SM3 Z.E,테슬라",37.33522265,127.8582054
경남도청 서부청사,경상남도 진주시 초전동 348-2,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.21377663,128.1220306
하동군 수도사업과 주차장,경상남도 하동군 하동읍 신기리 3-10,1,0,"SM3 Z.E,테슬라",35.0584711,127.7802879
전주에코시티자이,전라북도 전주시 덕진구 송천동2가 세병로 111,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.87448947,127.1330144
신안주공1차아파트,경상남도 진주시 신안동 708-1,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.17755166,128.0690591
강서주민편익시설,경상남도 양산시 어곡동 139-2,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.37554767,129.0300066
단관청솔4차 아파트,강원도 원주시 단구동 1684-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.31998724,127.9538731
추모공원,충청남도 예산군 응봉면 평촌리 346-1,1,0,"SM3 Z.E,테슬라",36.63893871,126.7734173
광려천벽산블루밍 아파트,경상남도 함안군 칠원읍 오곡리 87,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.27572131,128.5194632
여주호반리젠시빌,경기도 여주시 교동 81-2,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.27439224,127.6337653
진주지사(공용),경상남도 진주시 상대동 33-85,1,2,"SM3 Z.E,테슬라",35.18072304,128.1219251
함안공설운동장,경상남도 함안군 가야읍 도항리 264-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.28020171,128.3995643
한국전자기술연구원,전라북도 전주시 덕진구 팔복동2가 820,1,0,"SM3 Z.E,테슬라",35.85866613,127.0821109
반곡아이파크 아파트,강원도 원주시 반곡동 늘품로 199,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.33420794,127.9625977
호반베르디움2차,경상북도 예천군 호명면 양지로 14,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.5780957,128.4816878
상림제2주차장,경상남도 함양군 함양읍 죽곡리 255-1,1,0,"SM3 Z.E,테슬라",35.5292775,127.7118608
한림풀에버 아파트,경상남도 진주시 충무공동 소호로 39,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.17234587,128.1350017
반도유보라3차,경상남도 양산시 물금읍 범어리 2785-4,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.31455778,129.0082337
남인천지사,인천광역시 연수구 청학동 448-2,2,7,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.42501059,126.6682814
홈플러스 전주점,전라북도 전주시 덕진구 백제대로 771 (우아동3가 733-1),1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.84751108,127.1528942
함양용추오토캠핑장,경상남도 함양군 안의면 상원리 758-2,1,0,"SM3 Z.E,테슬라",35.67473015,127.7735954
원주지사(공용),강원도 원주시 우산동 316-9,2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.37288824,127.9382724
덕산면사무소,충청북도 진천군 덕산읍 용몽리 637,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.9137034,127.509408
오산신동아2차아파트,경기도 오산시 서동 125-8,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.14396396,127.0442495
삼천주공 뜨란채 5단지,전라북도 전주시 완산구 삼천동1가 766-1,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.79321527,127.1137284
한국농어촌공사,경상남도 합천군 합천읍 합천리 117-2,1,0,"SM3 Z.E,테슬라",35.56566832,128.1702708
양산대방노블랜드5차에듀카운티,경상남도 양산시 물금읍 가촌리 1277-2,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.31279248,129.0001998
송도더샵그린워크2차 아파트,인천광역시 연수구 송도동 17-3,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.40150866,126.6414995
진천산수산업단지,충청북도 진천군 덕산읍 산수리 1102,2,0,"SM3 Z.E,테슬라",36.89680269,127.4846958
(전주거치형)장산로주거지1,부산광역시 해운대구 우동 1102-223,0,1,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",35.17126081,129.1415518
한신더휴아파트,강원도 원주시 단구동 1457-3,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.32929109,127.954273
우성해오름아파트,전라북도 전주시 완산구 중노송동 303,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.82546654,127.1596949
시외버스 공영주차장,충청북도 옥천군 옥천읍 삼양리 42-9,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.3078855,127.5633052
술정리공용주차장,경상남도 창녕군 창녕읍 술정리 313,1,0,"SM3 Z.E,테슬라",35.54084667,128.4909097
센텀동부센트레빌,부산광역시 해운대구 재송동 380-1,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.18329238,129.1239545
노은4단지 아파트,대전광역시 유성구 지족동 1051,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.37693206,127.3050794
송도소방서,인천광역시 연수구 송도동 208-1,1,0,"SM3 Z.E,테슬라",37.3672884,126.6516
코오롱하늘채 아파트,"전라북도 전주시 완산구 화산천변로 55 (중화산동2가, 코오롱하늘채아파트)",1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.82311481,127.1154388
LH스타힐스아파트,충청남도 홍성군 홍북읍 신경리 1204,2,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.64717143,126.6809329
양산지사,경상남도 양산시 신기동 127,2,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.35382896,129.0471722
체육공원주차장,경상남도 창녕군 대합면 십이리 436-1,1,0,"SM3 Z.E,테슬라",35.61319899,128.470345
